service_id,duration,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,time_distance_competitor_-1,price_competitor_-1,time_distance_competitor_1,price_competitor_1,time_distance_competitor_2,price_competitor_2,month_sin,month_cos,day_of_week_sin,day_of_week_cos,train_type_IRYO,train_type_OUIGO,price
00009_06-01-2025-20.22,172.0,1289.0,-48.0,24.45,-17.4,31.53,4.8,19.02,45.0,23.88,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,27.87
00005_06-01-2025-21.02,172.0,923.0,-57.0,31.53,-34.8,19.02,5.4,23.88,550.2,35.02,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,10.0
00002_07-01-2025-06.22,157.0,1401.0,-555.0,23.88,-10.2,35.02,4.8,34.15,34.8,99.79,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,29.16
00005_07-01-2025-07.02,172.0,1798.0,-34.8,34.15,-4.8,99.79,25.2,43.83,55.2,26.46,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,54.23
00002_07-01-2025-07.22,157.0,1798.0,-55.2,34.15,-25.2,99.79,4.8,43.83,34.8,26.46,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,27.01
00002_07-01-2025-08.32,157.0,1289.0,-34.8,26.46,-4.8,76.18,25.2,31.89,55.2,71.95,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,55.19
00009_07-01-2025-09.22,172.0,1289.0,-55.2,76.18,-25.2,31.89,4.8,71.95,64.8,35.53,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,43.62
00009_07-01-2025-09.57,172.0,970.0,-60.0,31.89,-30.0,71.95,30.0,35.53,90.0,39.86,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,39.31
00011_07-01-2025-10.02,182.0,1551.0,-64.8,31.89,-34.8,71.95,25.2,35.53,85.2,39.86,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,21.47
00009_07-01-2025-11.22,172.0,1287.0,-115.2,71.95,-55.2,35.53,4.8,39.86,64.8,44.46,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,37.76
00009_07-01-2025-12.22,172.0,839.0,-115.2,35.53,-55.2,39.86,4.8,44.46,34.8,46.47,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,34.67
00009_07-01-2025-14.02,172.0,1261.0,-64.8,46.47,-43.8,48.24,25.2,52.08,55.2,32.35,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,46.37
00015_07-01-2025-14.12,157.0,1261.0,-75.0,46.47,-54.0,48.24,15.0,52.08,45.0,32.35,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,16.84
00017_07-01-2025-14.42,179.0,1166.0,-84.0,48.24,-15.0,52.08,15.0,32.35,45.0,30.67,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,23.5
00002_07-01-2025-16.37,157.0,1289.0,-40.2,35.47,-10.2,36.57,19.8,59.53,49.8,46.87,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,30.24
00015_07-01-2025-17.17,157.0,1798.0,-49.8,36.57,-19.8,59.53,10.2,46.87,40.2,73.71,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,41.35
00009_07-01-2025-17.22,172.0,1798.0,-55.2,36.57,-25.2,59.53,4.8,46.87,34.8,73.71,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,27.9
00002_07-01-2025-18.32,157.0,1289.0,-34.8,73.71,-4.8,46.73,25.2,21.39,62.4,30.26,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,36.25
00009_07-01-2025-19.29,172.0,1042.0,-61.8,46.73,-31.8,21.39,5.4,30.26,36.0,33.64,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,37.63
00009_07-01-2025-20.22,172.0,1289.0,-48.0,30.26,-17.4,33.64,4.8,22.53,45.0,39.46,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,32.42
00005_07-01-2025-21.02,172.0,923.0,-57.0,33.64,-34.8,22.53,5.4,39.46,550.2,36.39,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,46.83
00002_08-01-2025-06.22,157.0,1401.0,-555.0,39.46,-10.2,36.39,4.8,44.86,34.8,87.41,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,38.8
00005_08-01-2025-07.02,172.0,1798.0,-34.8,44.86,-4.8,87.41,25.2,33.73,55.2,61.65,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,56.0
00002_08-01-2025-07.22,157.0,1798.0,-55.2,44.86,-25.2,87.41,4.8,33.73,34.8,61.65,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,29.08
00002_08-01-2025-08.32,157.0,1289.0,-34.8,61.65,-4.8,73.42,25.2,52.4,55.2,60.62,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,33.72
00009_08-01-2025-09.22,172.0,1289.0,-55.2,73.42,-25.2,52.4,4.8,60.62,64.8,45.71,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,33.82
00009_08-01-2025-09.57,172.0,970.0,-60.0,52.4,-30.0,60.62,30.0,45.71,90.0,54.52,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,45.04
00011_08-01-2025-10.02,182.0,1551.0,-64.8,52.4,-34.8,60.62,25.2,45.71,85.2,54.52,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,35.49
00009_08-01-2025-11.22,172.0,1287.0,-115.2,60.62,-55.2,45.71,4.8,54.52,64.8,44.91,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,46.89
00009_08-01-2025-12.22,172.0,839.0,-115.2,45.71,-55.2,54.52,4.8,44.91,34.8,52.21,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,28.39
