trip_id,origin,destination,tsp,train_type,departure,arrival,duration,service_id,capacity,train_model,original_price_scraping,BasicSeat
16,60000,71801,AVE,AVE,2025-05-16 14:27:00,2025-05-16 17:24:00,0 days 02:57:00,00016_16-05-2025-14.27,291.0,S-100,80.45,93.1
17,60000,71801,IRYO,IRYO,2025-05-16 14:42:00,2025-05-16 17:41:00,0 days 02:59:00,00017_16-05-2025-14.42,461.0,S-109,80.1,75.82
4,60000,71801,AVE,AVE,2025-05-16 14:57:00,2025-05-16 17:34:00,0 days 02:37:00,00004_16-05-2025-14.57,414.0,S-103,81.35,103.09
18,60000,71801,AVLO,AVLO,2025-05-16 15:27:00,2025-05-16 18:46:00,0 days 03:19:00,00018_16-05-2025-15.27,547.0,S-106,45.0,62.33
4,60000,71801,AVE,AVE,2025-05-16 15:57:00,2025-05-16 18:34:00,0 days 02:37:00,00004_16-05-2025-15.57,414.0,S-103,81.35,106.73
7,60000,71801,AVE,AVE,2025-05-16 16:27:00,2025-05-16 19:19:00,0 days 02:52:00,00007_16-05-2025-16.27,414.0,S-103,68.95,80.33
2,60000,71801,IRYO,IRYO,2025-05-16 16:37:00,2025-05-16 19:14:00,0 days 02:37:00,00002_16-05-2025-16.37,461.0,S-109,54.46,60.15
4,60000,71801,AVE,AVE,2025-05-16 16:57:00,2025-05-16 19:34:00,0 days 02:37:00,00004_16-05-2025-16.57,414.0,S-103,81.35,107.43
15,60000,71801,OUIGO,OUIGO,2025-05-16 17:17:00,2025-05-16 19:54:00,0 days 02:37:00,00015_16-05-2025-17.17,509.0,S-108,35.0,46.11
9,60000,71801,IRYO,IRYO,2025-05-16 17:22:00,2025-05-16 20:14:00,0 days 02:52:00,00009_16-05-2025-17.22,461.0,S-109,60.58,66.88
18,60000,71801,AVLO,AVLO,2025-05-16 17:27:00,2025-05-16 20:46:00,0 days 03:19:00,00018_16-05-2025-17.27,581.0,S-106,45.0,58.45
4,60000,71801,AVE,AVE,2025-05-16 17:57:00,2025-05-16 20:34:00,0 days 02:37:00,00004_16-05-2025-17.57,414.0,S-103,45.95,63.46
16,60000,71801,AVE,AVE,2025-05-16 18:27:00,2025-05-16 21:24:00,0 days 02:57:00,00016_16-05-2025-18.27,836.0,S-103,68.95,81.49
2,60000,71801,IRYO,IRYO,2025-05-16 18:32:00,2025-05-16 21:09:00,0 days 02:37:00,00002_16-05-2025-18.32,461.0,S-109,31.97,47.23
4,60000,71801,AVE,AVE,2025-05-16 18:57:00,2025-05-16 21:34:00,0 days 02:37:00,00004_16-05-2025-18.57,414.0,S-103,54.25,74.48
9,60000,71801,IRYO,IRYO,2025-05-16 19:29:00,2025-05-16 22:21:00,0 days 02:52:00,00009_16-05-2025-19.29,461.0,S-109,62.84,67.68
19,60000,71801,AVLO,AVLO,2025-05-16 19:34:00,2025-05-16 22:55:00,0 days 03:21:00,00019_16-05-2025-19.34,581.0,S-106,29.0,36.52
4,60000,71801,AVE,AVE,2025-05-16 20:05:00,2025-05-16 22:42:00,0 days 02:37:00,00004_16-05-2025-20.05,414.0,S-103,54.25,71.78
9,60000,71801,IRYO,IRYO,2025-05-16 20:22:00,2025-05-16 23:14:00,0 days 02:52:00,00009_16-05-2025-20.22,461.0,S-109,29.26,36.91
20,60000,71801,AVE,AVE,2025-05-16 20:27:00,2025-05-16 23:48:00,0 days 03:21:00,00020_16-05-2025-20.27,414.0,S-103,40.2,42.1
5,60000,71801,OUIGO,OUIGO,2025-05-16 21:02:00,2025-05-16 23:54:00,0 days 02:52:00,00005_16-05-2025-21.02,509.0,S-108,19.0,29.09
7,60000,71801,AVE,AVE,2025-05-16 21:07:00,2025-05-16 23:59:00,0 days 02:52:00,00007_16-05-2025-21.07,414.0,S-103,68.95,73.9
21,60000,71801,AVLO,AVLO,2025-05-17 06:27:00,2025-05-17 09:25:00,0 days 02:58:00,00021_17-05-2025-06.27,581.0,S-106,25.0,35.42
5,60000,71801,OUIGO,OUIGO,2025-05-17 07:02:00,2025-05-17 09:54:00,0 days 02:52:00,00005_17-05-2025-07.02,509.0,S-108,35.0,41.99
6,60000,71801,AVE,AVE,2025-05-17 07:27:00,2025-05-17 10:46:00,0 days 03:19:00,00006_17-05-2025-07.27,414.0,S-103,45.95,50.35
9,60000,71801,IRYO,IRYO,2025-05-17 08:07:00,2025-05-17 10:59:00,0 days 02:52:00,00009_17-05-2025-08.07,461.0,S-109,35.57,56.6
7,60000,71801,AVE,AVE,2025-05-17 08:27:00,2025-05-17 11:19:00,0 days 02:52:00,00007_17-05-2025-08.27,414.0,S-103,45.95,58.25
8,60000,71801,AVE,AVE,2025-05-17 08:57:00,2025-05-17 11:41:00,0 days 02:44:00,00008_17-05-2025-08.57,836.0,S-103,47.45,74.54
9,60000,71801,IRYO,IRYO,2025-05-17 09:22:00,2025-05-17 12:14:00,0 days 02:52:00,00009_17-05-2025-09.22,461.0,S-109,35.57,38.02
10,60000,71801,AVE,AVE,2025-05-17 09:27:00,2025-05-17 12:41:00,0 days 03:14:00,00010_17-05-2025-09.27,414.0,S-103,45.95,58.57
9,60000,71801,IRYO,IRYO,2025-05-17 09:57:00,2025-05-17 12:49:00,0 days 02:52:00,00009_17-05-2025-09.57,461.0,S-109,41.04,41.58
11,60000,71801,OUIGO,OUIGO,2025-05-17 10:02:00,2025-05-17 13:04:00,0 days 03:02:00,00011_17-05-2025-10.02,509.0,S-108,35.0,38.98
12,60000,71801,AVLO,AVLO,2025-05-17 10:27:00,2025-05-17 13:19:00,0 days 02:52:00,00012_17-05-2025-10.27,581.0,S-106,39.0,50.01
9,60000,71801,IRYO,IRYO,2025-05-17 11:22:00,2025-05-17 14:14:00,0 days 02:52:00,00009_17-05-2025-11.22,461.0,S-109,35.57,30.06
6,60000,71801,AVE,AVE,2025-05-17 11:27:00,2025-05-17 14:46:00,0 days 03:19:00,00006_17-05-2025-11.27,803.0,S-103,40.2,56.76
9,60000,71801,IRYO,IRYO,2025-05-17 12:22:00,2025-05-17 15:14:00,0 days 02:52:00,00009_17-05-2025-12.22,461.0,S-109,31.2,38.2
13,60000,71801,AVE,AVE,2025-05-17 12:27:00,2025-05-17 15:44:00,0 days 03:17:00,00013_17-05-2025-12.27,378.0,S-103,45.95,55.37
14,60000,71801,AVE INT,AVE INT,2025-05-17 13:18:00,2025-05-17 16:22:00,0 days 03:04:00,00014_17-05-2025-13.18,339.0,S-100,68.95,82.74
15,60000,71801,OUIGO,OUIGO,2025-05-17 14:12:00,2025-05-17 16:49:00,0 days 02:37:00,00015_17-05-2025-14.12,509.0,S-108,19.0,10.0
17,60000,71801,IRYO,IRYO,2025-05-17 14:42:00,2025-05-17 17:41:00,0 days 02:59:00,00017_17-05-2025-14.42,461.0,S-109,34.77,35.89
18,60000,71801,AVLO,AVLO,2025-05-17 15:27:00,2025-05-17 18:46:00,0 days 03:19:00,00018_17-05-2025-15.27,547.0,S-106,25.0,32.63
7,60000,71801,AVE,AVE,2025-05-17 16:27:00,2025-05-17 19:19:00,0 days 02:52:00,00007_17-05-2025-16.27,414.0,S-103,80.45,104.76
2,60000,71801,IRYO,IRYO,2025-05-17 16:37:00,2025-05-17 19:14:00,0 days 02:37:00,00002_17-05-2025-16.37,461.0,S-109,30.14,46.1
15,60000,71801,OUIGO,OUIGO,2025-05-17 17:17:00,2025-05-17 19:54:00,0 days 02:37:00,00015_17-05-2025-17.17,509.0,S-108,22.0,16.81
18,60000,71801,AVLO,AVLO,2025-05-17 17:27:00,2025-05-17 20:46:00,0 days 03:19:00,00018_17-05-2025-17.27,581.0,S-106,19.0,25.7
16,60000,71801,AVE,AVE,2025-05-17 18:27:00,2025-05-17 21:24:00,0 days 02:57:00,00016_17-05-2025-18.27,414.0,S-103,80.45,89.27
9,60000,71801,IRYO,IRYO,2025-05-17 19:29:00,2025-05-17 22:21:00,0 days 02:52:00,00009_17-05-2025-19.29,461.0,S-109,33.76,45.33
19,60000,71801,AVLO,AVLO,2025-05-17 19:34:00,2025-05-17 22:55:00,0 days 03:21:00,00019_17-05-2025-19.34,581.0,S-106,25.0,32.89
9,60000,71801,IRYO,IRYO,2025-05-17 20:22:00,2025-05-17 23:14:00,0 days 02:52:00,00009_17-05-2025-20.22,461.0,S-109,31.97,28.42
20,60000,71801,AVE,AVE,2025-05-17 20:27:00,2025-05-17 23:48:00,0 days 03:21:00,00020_17-05-2025-20.27,414.0,S-103,23.0,12.64
5,60000,71801,OUIGO,OUIGO,2025-05-17 21:02:00,2025-05-17 23:54:00,0 days 02:52:00,00005_17-05-2025-21.02,509.0,S-108,22.0,27.9
21,60000,71801,AVLO,AVLO,2025-05-18 06:27:00,2025-05-18 09:25:00,0 days 02:58:00,00021_18-05-2025-06.27,581.0,S-106,45.0,60.26
5,60000,71801,OUIGO,OUIGO,2025-05-18 07:02:00,2025-05-18 09:54:00,0 days 02:52:00,00005_18-05-2025-07.02,509.0,S-108,39.0,45.7
6,60000,71801,AVE,AVE,2025-05-18 07:27:00,2025-05-18 10:46:00,0 days 03:19:00,00006_18-05-2025-07.27,414.0,S-103,45.95,58.91
9,60000,71801,IRYO,IRYO,2025-05-18 08:07:00,2025-05-18 10:59:00,0 days 02:52:00,00009_18-05-2025-08.07,461.0,S-109,48.96,37.61
7,60000,71801,AVE,AVE,2025-05-18 08:27:00,2025-05-18 11:19:00,0 days 02:52:00,00007_18-05-2025-08.27,414.0,S-103,68.95,68.37
9,60000,71801,IRYO,IRYO,2025-05-18 09:22:00,2025-05-18 12:14:00,0 days 02:52:00,00009_18-05-2025-09.22,461.0,S-109,44.01,56.55
10,60000,71801,AVE,AVE,2025-05-18 09:27:00,2025-05-18 12:41:00,0 days 03:14:00,00010_18-05-2025-09.27,414.0,S-103,45.95,56.73
9,60000,71801,IRYO,IRYO,2025-05-18 09:57:00,2025-05-18 12:49:00,0 days 02:52:00,00009_18-05-2025-09.57,461.0,S-109,62.84,58.85
11,60000,71801,OUIGO,OUIGO,2025-05-18 10:02:00,2025-05-18 13:04:00,0 days 03:02:00,00011_18-05-2025-10.02,509.0,S-108,42.0,34.26
12,60000,71801,AVLO,AVLO,2025-05-18 10:27:00,2025-05-18 13:19:00,0 days 02:52:00,00012_18-05-2025-10.27,581.0,S-106,39.0,45.13
9,60000,71801,IRYO,IRYO,2025-05-18 11:22:00,2025-05-18 14:14:00,0 days 02:52:00,00009_18-05-2025-11.22,461.0,S-109,48.96,79.51
6,60000,71801,AVE,AVE,2025-05-18 11:27:00,2025-05-18 14:46:00,0 days 03:19:00,00006_18-05-2025-11.27,803.0,S-103,114.9,148.66
9,60000,71801,IRYO,IRYO,2025-05-18 12:22:00,2025-05-18 15:14:00,0 days 02:52:00,00009_18-05-2025-12.22,461.0,S-109,60.58,49.89
13,60000,71801,AVE,AVE,2025-05-18 12:27:00,2025-05-18 15:44:00,0 days 03:17:00,00013_18-05-2025-12.27,398.0,S-103,45.95,60.58
14,60000,71801,AVE INT,AVE INT,2025-05-18 13:18:00,2025-05-18 16:22:00,0 days 03:04:00,00014_18-05-2025-13.18,339.0,S-100,45.95,55.14
9,60000,71801,IRYO,IRYO,2025-05-18 14:02:00,2025-05-18 16:54:00,0 days 02:52:00,00009_18-05-2025-14.02,461.0,S-109,85.9,81.27
15,60000,71801,OUIGO,OUIGO,2025-05-18 14:12:00,2025-05-18 16:49:00,0 days 02:37:00,00015_18-05-2025-14.12,509.0,S-108,49.0,55.53
16,60000,71801,AVE,AVE,2025-05-18 14:27:00,2025-05-18 17:24:00,0 days 02:57:00,00016_18-05-2025-14.27,381.0,S-103,80.45,100.75
17,60000,71801,IRYO,IRYO,2025-05-18 14:42:00,2025-05-18 17:41:00,0 days 02:59:00,00017_18-05-2025-14.42,461.0,S-109,77.76,68.73
18,60000,71801,AVLO,AVLO,2025-05-18 15:27:00,2025-05-18 18:46:00,0 days 03:19:00,00018_18-05-2025-15.27,571.0,S-106,55.0,61.65
7,60000,71801,AVE,AVE,2025-05-18 16:27:00,2025-05-18 19:19:00,0 days 02:52:00,00007_18-05-2025-16.27,414.0,S-103,68.95,96.72
2,60000,71801,IRYO,IRYO,2025-05-18 16:37:00,2025-05-18 19:14:00,0 days 02:37:00,00002_18-05-2025-16.37,461.0,S-109,91.13,99.9
4,60000,71801,AVE,AVE,2025-05-18 16:57:00,2025-05-18 19:34:00,0 days 02:37:00,00004_18-05-2025-16.57,414.0,S-103,67.8,75.77
15,60000,71801,OUIGO,OUIGO,2025-05-18 17:17:00,2025-05-18 19:54:00,0 days 02:37:00,00015_18-05-2025-17.17,509.0,S-108,55.0,61.72
9,60000,71801,IRYO,IRYO,2025-05-18 17:22:00,2025-05-18 20:14:00,0 days 02:52:00,00009_18-05-2025-17.22,461.0,S-109,88.48,95.23
18,60000,71801,AVLO,AVLO,2025-05-18 17:27:00,2025-05-18 20:46:00,0 days 03:19:00,00018_18-05-2025-17.27,581.0,S-106,55.0,71.97
4,60000,71801,AVE,AVE,2025-05-18 17:57:00,2025-05-18 20:34:00,0 days 02:37:00,00004_18-05-2025-17.57,414.0,S-103,57.45,55.42
16,60000,71801,AVE,AVE,2025-05-18 18:27:00,2025-05-18 21:24:00,0 days 02:57:00,00016_18-05-2025-18.27,414.0,S-103,80.45,69.98
2,60000,71801,IRYO,IRYO,2025-05-18 18:32:00,2025-05-18 21:09:00,0 days 02:37:00,00002_18-05-2025-18.32,461.0,S-109,88.48,76.78
4,60000,71801,AVE,AVE,2025-05-18 18:57:00,2025-05-18 21:34:00,0 days 02:37:00,00004_18-05-2025-18.57,414.0,S-103,94.9,110.1
9,60000,71801,IRYO,IRYO,2025-05-18 19:29:00,2025-05-18 22:21:00,0 days 02:52:00,00009_18-05-2025-19.29,461.0,S-109,90.15,70.95
19,60000,71801,AVLO,AVLO,2025-05-18 19:34:00,2025-05-18 22:55:00,0 days 03:21:00,00019_18-05-2025-19.34,581.0,S-106,69.0,87.39
4,60000,71801,AVE,AVE,2025-05-18 20:05:00,2025-05-18 22:42:00,0 days 02:37:00,00004_18-05-2025-20.05,414.0,S-103,54.25,59.27
9,60000,71801,IRYO,IRYO,2025-05-18 20:22:00,2025-05-18 23:14:00,0 days 02:52:00,00009_18-05-2025-20.22,461.0,S-109,85.9,78.6
20,60000,71801,AVE,AVE,2025-05-18 20:27:00,2025-05-18 23:48:00,0 days 03:21:00,00020_18-05-2025-20.27,834.0,S-103,68.95,78.79
5,60000,71801,OUIGO,OUIGO,2025-05-18 21:02:00,2025-05-18 23:54:00,0 days 02:52:00,00005_18-05-2025-21.02,509.0,S-108,49.0,78.03
7,60000,71801,AVE,AVE,2025-05-18 21:07:00,2025-05-18 23:59:00,0 days 02:52:00,00007_18-05-2025-21.07,414.0,S-103,103.4,112.3
1,60000,71801,AVLO,AVLO,2025-05-19 06:12:00,2025-05-19 08:49:00,0 days 02:37:00,00001_19-05-2025-06.12,581.0,S-106,25.0,28.89
2,60000,71801,IRYO,IRYO,2025-05-19 06:22:00,2025-05-19 08:59:00,0 days 02:37:00,00002_19-05-2025-06.22,461.0,S-109,31.04,28.13
3,60000,71801,AVE,AVE,2025-05-19 06:27:00,2025-05-19 09:25:00,0 days 02:58:00,00003_19-05-2025-06.27,359.0,S-103,40.2,43.66
4,60000,71801,AVE,AVE,2025-05-19 06:57:00,2025-05-19 09:34:00,0 days 02:37:00,00004_19-05-2025-06.57,414.0,S-103,47.45,55.94
5,60000,71801,OUIGO,OUIGO,2025-05-19 07:02:00,2025-05-19 09:54:00,0 days 02:52:00,00005_19-05-2025-07.02,509.0,S-108,29.0,27.64
2,60000,71801,IRYO,IRYO,2025-05-19 07:22:00,2025-05-19 09:59:00,0 days 02:37:00,00002_19-05-2025-07.22,461.0,S-109,31.97,44.54
6,60000,71801,AVE,AVE,2025-05-19 07:27:00,2025-05-19 10:46:00,0 days 03:19:00,00006_19-05-2025-07.27,414.0,S-103,45.95,65.13
4,60000,71801,AVE,AVE,2025-05-19 07:57:00,2025-05-19 10:34:00,0 days 02:37:00,00004_19-05-2025-07.57,414.0,S-103,54.25,62.17
7,60000,71801,AVE,AVE,2025-05-19 08:27:00,2025-05-19 11:19:00,0 days 02:52:00,00007_19-05-2025-08.27,414.0,S-103,57.45,61.01
2,60000,71801,IRYO,IRYO,2025-05-19 08:32:00,2025-05-19 11:09:00,0 days 02:37:00,00002_19-05-2025-08.32,461.0,S-109,31.97,35.53
8,60000,71801,AVE,AVE,2025-05-19 08:57:00,2025-05-19 11:41:00,0 days 02:44:00,00008_19-05-2025-08.57,836.0,S-103,40.7,37.06
9,60000,71801,IRYO,IRYO,2025-05-19 09:22:00,2025-05-19 12:14:00,0 days 02:52:00,00009_19-05-2025-09.22,461.0,S-109,48.96,53.32
10,60000,71801,AVE,AVE,2025-05-19 09:27:00,2025-05-19 12:41:00,0 days 03:14:00,00010_19-05-2025-09.27,414.0,S-103,61.15,82.1
9,60000,71801,IRYO,IRYO,2025-05-19 09:57:00,2025-05-19 12:49:00,0 days 02:52:00,00009_19-05-2025-09.57,461.0,S-109,34.77,44.34
11,60000,71801,OUIGO,OUIGO,2025-05-19 10:02:00,2025-05-19 13:04:00,0 days 03:02:00,00011_19-05-2025-10.02,509.0,S-108,33.0,33.64
12,60000,71801,AVLO,AVLO,2025-05-19 10:27:00,2025-05-19 13:19:00,0 days 02:52:00,00012_19-05-2025-10.27,581.0,S-106,29.0,37.85
9,60000,71801,IRYO,IRYO,2025-05-19 11:22:00,2025-05-19 14:14:00,0 days 02:52:00,00009_19-05-2025-11.22,461.0,S-109,31.04,39.4
6,60000,71801,AVE,AVE,2025-05-19 11:27:00,2025-05-19 14:46:00,0 days 03:19:00,00006_19-05-2025-11.27,826.0,S-103,34.45,43.71
9,60000,71801,IRYO,IRYO,2025-05-19 12:22:00,2025-05-19 15:14:00,0 days 02:52:00,00009_19-05-2025-12.22,461.0,S-109,30.14,51.32
13,60000,71801,AVE,AVE,2025-05-19 12:27:00,2025-05-19 15:44:00,0 days 03:17:00,00013_19-05-2025-12.27,378.0,S-103,40.7,56.98
4,60000,71801,AVE,AVE,2025-05-19 12:57:00,2025-05-19 15:34:00,0 days 02:37:00,00004_19-05-2025-12.57,414.0,S-103,33.9,32.56
14,60000,71801,AVE INT,AVE INT,2025-05-19 13:18:00,2025-05-19 16:22:00,0 days 03:04:00,00014_19-05-2025-13.18,339.0,S-100,57.45,68.94
9,60000,71801,IRYO,IRYO,2025-05-19 14:02:00,2025-05-19 16:54:00,0 days 02:52:00,00009_19-05-2025-14.02,461.0,S-109,31.04,29.15
15,60000,71801,OUIGO,OUIGO,2025-05-19 14:12:00,2025-05-19 16:49:00,0 days 02:37:00,00015_19-05-2025-14.12,509.0,S-108,29.0,23.15
16,60000,71801,AVE,AVE,2025-05-19 14:27:00,2025-05-19 17:24:00,0 days 02:57:00,00016_19-05-2025-14.27,291.0,S-100,28.75,37.56
17,60000,71801,IRYO,IRYO,2025-05-19 14:42:00,2025-05-19 17:41:00,0 days 02:59:00,00017_19-05-2025-14.42,461.0,S-109,50.78,30.41
4,60000,71801,AVE,AVE,2025-05-19 14:57:00,2025-05-19 17:34:00,0 days 02:37:00,00004_19-05-2025-14.57,414.0,S-103,33.9,48.59
18,60000,71801,AVLO,AVLO,2025-05-19 15:27:00,2025-05-19 18:46:00,0 days 03:19:00,00018_19-05-2025-15.27,571.0,S-106,29.0,40.12
4,60000,71801,AVE,AVE,2025-05-19 15:57:00,2025-05-19 18:34:00,0 days 02:37:00,00004_19-05-2025-15.57,414.0,S-103,33.9,38.55
7,60000,71801,AVE,AVE,2025-05-19 16:27:00,2025-05-19 19:19:00,0 days 02:52:00,00007_19-05-2025-16.27,414.0,S-103,57.45,78.35
2,60000,71801,IRYO,IRYO,2025-05-19 16:37:00,2025-05-19 19:14:00,0 days 02:37:00,00002_19-05-2025-16.37,461.0,S-109,31.04,28.04
4,60000,71801,AVE,AVE,2025-05-19 16:57:00,2025-05-19 19:34:00,0 days 02:37:00,00004_19-05-2025-16.57,414.0,S-103,40.7,50.21
15,60000,71801,OUIGO,OUIGO,2025-05-19 17:17:00,2025-05-19 19:54:00,0 days 02:37:00,00015_19-05-2025-17.17,509.0,S-108,29.0,45.53
9,60000,71801,IRYO,IRYO,2025-05-19 17:22:00,2025-05-19 20:14:00,0 days 02:52:00,00009_19-05-2025-17.22,461.0,S-109,30.14,21.94
6,60000,71801,AVE,AVE,2025-05-19 17:27:00,2025-05-19 20:46:00,0 days 03:19:00,00006_19-05-2025-17.27,414.0,S-103,57.45,71.35
4,60000,71801,AVE,AVE,2025-05-19 17:57:00,2025-05-19 20:34:00,0 days 02:37:00,00004_19-05-2025-17.57,414.0,S-103,34.45,44.12
16,60000,71801,AVE,AVE,2025-05-19 18:27:00,2025-05-19 21:24:00,0 days 02:57:00,00016_19-05-2025-18.27,414.0,S-103,45.95,52.87
2,60000,71801,IRYO,IRYO,2025-05-19 18:32:00,2025-05-19 21:09:00,0 days 02:37:00,00002_19-05-2025-18.32,461.0,S-109,30.28,31.26
4,60000,71801,AVE,AVE,2025-05-19 18:57:00,2025-05-19 21:34:00,0 days 02:37:00,00004_19-05-2025-18.57,414.0,S-103,33.9,35.33
9,60000,71801,IRYO,IRYO,2025-05-19 19:29:00,2025-05-19 22:21:00,0 days 02:52:00,00009_19-05-2025-19.29,461.0,S-109,56.49,41.8
19,60000,71801,AVLO,AVLO,2025-05-19 19:34:00,2025-05-19 22:55:00,0 days 03:21:00,00019_19-05-2025-19.34,581.0,S-106,19.0,23.34
4,60000,71801,AVE,AVE,2025-05-19 20:05:00,2025-05-19 22:42:00,0 days 02:37:00,00004_19-05-2025-20.05,414.0,S-103,20.35,31.09
9,60000,71801,IRYO,IRYO,2025-05-19 20:22:00,2025-05-19 23:14:00,0 days 02:52:00,00009_19-05-2025-20.22,461.0,S-109,28.41,27.28
20,60000,71801,AVE,AVE,2025-05-19 20:27:00,2025-05-19 23:48:00,0 days 03:21:00,00020_19-05-2025-20.27,414.0,S-103,17.25,15.41
5,60000,71801,OUIGO,OUIGO,2025-05-19 21:02:00,2025-05-19 23:54:00,0 days 02:52:00,00005_19-05-2025-21.02,509.0,S-108,19.0,30.55
7,60000,71801,AVE,AVE,2025-05-19 21:07:00,2025-05-19 23:59:00,0 days 02:52:00,00007_19-05-2025-21.07,414.0,S-103,28.75,43.69
1,60000,71801,AVLO,AVLO,2025-05-20 06:12:00,2025-05-20 08:49:00,0 days 02:37:00,00001_20-05-2025-06.12,581.0,S-106,29.0,36.09
2,60000,71801,IRYO,IRYO,2025-05-20 06:22:00,2025-05-20 08:59:00,0 days 02:37:00,00002_20-05-2025-06.22,461.0,S-109,29.26,22.92
3,60000,71801,AVE,AVE,2025-05-20 06:27:00,2025-05-20 09:25:00,0 days 02:58:00,00003_20-05-2025-06.27,359.0,S-103,34.45,44.29
4,60000,71801,AVE,AVE,2025-05-20 06:57:00,2025-05-20 09:34:00,0 days 02:37:00,00004_20-05-2025-06.57,414.0,S-103,94.9,116.48
5,60000,71801,OUIGO,OUIGO,2025-05-20 07:02:00,2025-05-20 09:54:00,0 days 02:52:00,00005_20-05-2025-07.02,509.0,S-108,29.0,68.51
2,60000,71801,IRYO,IRYO,2025-05-20 07:22:00,2025-05-20 09:59:00,0 days 02:37:00,00002_20-05-2025-07.22,461.0,S-109,27.58,24.34
6,60000,71801,AVE,AVE,2025-05-20 07:27:00,2025-05-20 10:46:00,0 days 03:19:00,00006_20-05-2025-07.27,414.0,S-103,28.75,41.47
4,60000,71801,AVE,AVE,2025-05-20 07:57:00,2025-05-20 10:34:00,0 days 02:37:00,00004_20-05-2025-07.57,414.0,S-103,33.9,41.8
7,60000,71801,AVE,AVE,2025-05-20 08:27:00,2025-05-20 11:19:00,0 days 02:52:00,00007_20-05-2025-08.27,414.0,S-103,57.45,65.11
2,60000,71801,IRYO,IRYO,2025-05-20 08:32:00,2025-05-20 11:09:00,0 days 02:37:00,00002_20-05-2025-08.32,461.0,S-109,28.41,31.11
8,60000,71801,AVE,AVE,2025-05-20 08:57:00,2025-05-20 11:41:00,0 days 02:44:00,00008_20-05-2025-08.57,414.0,S-103,33.9,27.79
9,60000,71801,IRYO,IRYO,2025-05-20 09:22:00,2025-05-20 12:14:00,0 days 02:52:00,00009_20-05-2025-09.22,461.0,S-109,30.14,40.16
10,60000,71801,AVE,AVE,2025-05-20 09:27:00,2025-05-20 12:41:00,0 days 03:14:00,00010_20-05-2025-09.27,414.0,S-103,57.45,85.5
9,60000,71801,IRYO,IRYO,2025-05-20 09:57:00,2025-05-20 12:49:00,0 days 02:52:00,00009_20-05-2025-09.57,461.0,S-109,36.89,39.9
11,60000,71801,OUIGO,OUIGO,2025-05-20 10:02:00,2025-05-20 13:04:00,0 days 03:02:00,00011_20-05-2025-10.02,509.0,S-108,29.0,25.49
12,60000,71801,AVLO,AVLO,2025-05-20 10:27:00,2025-05-20 13:19:00,0 days 02:52:00,00012_20-05-2025-10.27,581.0,S-106,29.0,33.01
9,60000,71801,IRYO,IRYO,2025-05-20 11:22:00,2025-05-20 14:14:00,0 days 02:52:00,00009_20-05-2025-11.22,461.0,S-109,31.97,48.47
6,60000,71801,AVE,AVE,2025-05-20 11:27:00,2025-05-20 14:46:00,0 days 03:19:00,00006_20-05-2025-11.27,826.0,S-103,28.75,35.81
9,60000,71801,IRYO,IRYO,2025-05-20 12:22:00,2025-05-20 15:14:00,0 days 02:52:00,00009_20-05-2025-12.22,461.0,S-109,30.14,33.39
13,60000,71801,AVE,AVE,2025-05-20 12:27:00,2025-05-20 15:44:00,0 days 03:17:00,00013_20-05-2025-12.27,378.0,S-103,40.7,63.41
4,60000,71801,AVE,AVE,2025-05-20 12:57:00,2025-05-20 15:34:00,0 days 02:37:00,00004_20-05-2025-12.57,414.0,S-103,33.9,38.94
14,60000,71801,AVE INT,AVE INT,2025-05-20 13:18:00,2025-05-20 16:22:00,0 days 03:04:00,00014_20-05-2025-13.18,339.0,S-100,40.2,48.24
9,60000,71801,IRYO,IRYO,2025-05-20 14:02:00,2025-05-20 16:54:00,0 days 02:52:00,00009_20-05-2025-14.02,461.0,S-109,28.41,28.33
15,60000,71801,OUIGO,OUIGO,2025-05-20 14:12:00,2025-05-20 16:49:00,0 days 02:37:00,00015_20-05-2025-14.12,509.0,S-108,29.0,20.47
16,60000,71801,AVE,AVE,2025-05-20 14:27:00,2025-05-20 17:24:00,0 days 02:57:00,00016_20-05-2025-14.27,291.0,S-100,57.45,77.8
17,60000,71801,IRYO,IRYO,2025-05-20 14:42:00,2025-05-20 17:41:00,0 days 02:59:00,00017_20-05-2025-14.42,461.0,S-109,31.82,39.13
4,60000,71801,AVE,AVE,2025-05-20 14:57:00,2025-05-20 17:34:00,0 days 02:37:00,00004_20-05-2025-14.57,414.0,S-103,33.9,51.1
18,60000,71801,AVLO,AVLO,2025-05-20 15:27:00,2025-05-20 18:46:00,0 days 03:19:00,00018_20-05-2025-15.27,571.0,S-106,25.0,26.66
4,60000,71801,AVE,AVE,2025-05-20 15:57:00,2025-05-20 18:34:00,0 days 02:37:00,00004_20-05-2025-15.57,414.0,S-103,27.1,20.39
7,60000,71801,AVE,AVE,2025-05-20 16:27:00,2025-05-20 19:19:00,0 days 02:52:00,00007_20-05-2025-16.27,414.0,S-103,28.75,36.99
2,60000,71801,IRYO,IRYO,2025-05-20 16:37:00,2025-05-20 19:14:00,0 days 02:37:00,00002_20-05-2025-16.37,461.0,S-109,28.41,29.82
4,60000,71801,AVE,AVE,2025-05-20 16:57:00,2025-05-20 19:34:00,0 days 02:37:00,00004_20-05-2025-16.57,414.0,S-103,47.45,62.9
15,60000,71801,OUIGO,OUIGO,2025-05-20 17:17:00,2025-05-20 19:54:00,0 days 02:37:00,00015_20-05-2025-17.17,509.0,S-108,33.0,42.49
