service_id,train_type,capacity,train_model,year,month,day_of_week,departure_time,duration,price,passengers,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,train_type_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,train_type_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,train_type_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,train_type_competitor_2,duration_competitor_2
00002_28-10-2025-16.37,IRYO,461,S-109,2025,10,1,16.62,157.0,56.48,85,1289.0,-40.2,23.54,AVE,157.0,-10.2,26.83,AVE,172.0,19.8,46.46,AVE,157.0,39.6,45.93,OUIGO,157.0
00004_28-10-2025-16.57,AVE,414,S-103,2025,10,1,16.95,157.0,46.46,414,1845.0,-30.0,26.83,AVE,172.0,-19.8,56.48,IRYO,157.0,19.8,45.93,OUIGO,157.0,25.2,55.43,IRYO,172.0
00015_28-10-2025-17.17,OUIGO,509,S-108,2025,10,1,17.28,157.0,45.93,324,1798.0,-39.6,56.48,IRYO,157.0,-19.8,46.46,AVE,157.0,5.4,55.43,IRYO,172.0,10.2,72.55,AVE,199.0
00009_28-10-2025-17.22,IRYO,461,S-109,2025,10,1,17.37,172.0,55.43,50,1798.0,-25.2,46.46,AVE,157.0,-5.4,45.93,OUIGO,157.0,4.8,72.55,AVE,199.0,34.8,60.83,AVE,157.0
00006_28-10-2025-17.27,AVE,414,S-103,2025,10,1,17.45,199.0,72.55,2,1384.0,-10.2,45.93,OUIGO,157.0,-4.8,55.43,IRYO,172.0,30.0,60.83,AVE,157.0,60.0,44.5,AVE,177.0
00004_28-10-2025-17.57,AVE,414,S-103,2025,10,1,17.95,157.0,60.83,56,414.0,-34.8,55.43,IRYO,172.0,-30.0,72.55,AVE,199.0,30.0,44.5,AVE,177.0,34.8,28.94,IRYO,157.0
00016_28-10-2025-18.27,AVE,414,S-103,2025,10,1,18.45,177.0,44.5,149,875.0,-60.0,72.55,AVE,199.0,-30.0,60.83,AVE,157.0,4.8,28.94,IRYO,157.0,30.0,13.23,AVE,157.0
00002_28-10-2025-18.32,IRYO,461,S-109,2025,10,1,18.53,157.0,28.94,461,1289.0,-34.8,60.83,AVE,157.0,-4.8,44.5,AVE,177.0,25.2,13.23,AVE,157.0,57.0,26.73,IRYO,172.0
00004_28-10-2025-18.57,AVE,414,S-103,2025,10,1,18.95,157.0,13.23,414,875.0,-30.0,44.5,AVE,177.0,-25.2,28.94,IRYO,157.0,31.8,26.73,IRYO,172.0,37.2,26.38,AVLO,201.0
00009_28-10-2025-19.29,IRYO,461,S-109,2025,10,1,19.48,172.0,26.73,273,1042.0,-57.0,28.94,IRYO,157.0,-31.8,13.23,AVE,157.0,5.4,26.38,AVLO,201.0,36.0,23.9,AVE,157.0
00019_28-10-2025-19.34,AVLO,581,S-106,2025,10,1,19.57,201.0,26.38,57,1042.0,-37.2,13.23,AVE,157.0,-5.4,26.73,IRYO,172.0,30.6,23.9,AVE,157.0,48.0,35.65,IRYO,172.0
00004_28-10-2025-20.05,AVE,414,S-103,2025,10,1,20.08,157.0,23.9,414,1289.0,-36.0,26.73,IRYO,172.0,-30.6,26.38,AVLO,201.0,17.4,35.65,IRYO,172.0,22.2,32.52,AVE,201.0
00009_28-10-2025-20.22,IRYO,461,S-109,2025,10,1,20.37,172.0,35.65,20,1289.0,-48.0,26.38,AVLO,201.0,-17.4,23.9,AVE,157.0,4.8,32.52,AVE,201.0,39.6,25.35,OUIGO,172.0
00020_28-10-2025-20.27,AVE,414,S-103,2025,10,1,20.45,201.0,32.52,25,1289.0,-22.2,23.9,AVE,157.0,-4.8,35.65,IRYO,172.0,34.8,25.35,OUIGO,172.0,40.2,38.8,AVE,172.0
00005_28-10-2025-21.02,OUIGO,509,S-108,2025,10,1,21.03,172.0,25.35,88,923.0,-39.6,35.65,IRYO,172.0,-34.8,32.52,AVE,201.0,5.4,38.8,AVE,172.0,550.2,26.75,AVLO,157.0
00007_28-10-2025-21.07,AVE,414,S-103,2025,10,1,21.12,172.0,38.8,4,923.0,-40.2,32.52,AVE,201.0,-5.4,25.35,OUIGO,172.0,544.8,26.75,AVLO,157.0,555.0,13.02,IRYO,157.0
00001_29-10-2025-06.12,AVLO,581,S-106,2025,10,2,6.2,157.0,26.75,581,1401.0,-550.2,25.35,OUIGO,172.0,-544.8,38.8,AVE,172.0,10.2,13.02,IRYO,157.0,15.0,37.11,AVE,178.0
00002_29-10-2025-06.22,IRYO,461,S-109,2025,10,2,6.37,157.0,13.02,461,1401.0,-555.0,38.8,AVE,172.0,-10.2,26.75,AVLO,157.0,4.8,37.11,AVE,178.0,34.8,100.86,AVE,157.0
00003_29-10-2025-06.27,AVE,359,S-103,2025,10,2,6.45,178.0,37.11,359,1401.0,-15.0,26.75,AVLO,157.0,-4.8,13.02,IRYO,157.0,30.0,100.86,AVE,157.0,34.8,35.29,OUIGO,172.0
00004_29-10-2025-06.57,AVE,414,S-103,2025,10,2,6.95,157.0,100.86,319,1384.0,-34.8,13.02,IRYO,157.0,-30.0,37.11,AVE,178.0,4.8,35.29,OUIGO,172.0,25.2,36.86,IRYO,157.0
00005_29-10-2025-07.02,OUIGO,509,S-108,2025,10,2,7.03,172.0,35.29,509,1798.0,-34.8,37.11,AVE,178.0,-4.8,100.86,AVE,157.0,20.4,36.86,IRYO,157.0,25.2,28.77,AVE,199.0
00002_29-10-2025-07.22,IRYO,461,S-109,2025,10,2,7.37,157.0,36.86,461,1798.0,-25.2,100.86,AVE,157.0,-20.4,35.29,OUIGO,172.0,4.8,28.77,AVE,199.0,34.8,31.59,AVE,157.0
00006_29-10-2025-07.27,AVE,414,S-103,2025,10,2,7.45,199.0,28.77,414,1384.0,-25.2,35.29,OUIGO,172.0,-4.8,36.86,IRYO,157.0,30.0,31.59,AVE,157.0,60.0,68.28,AVE,172.0
00004_29-10-2025-07.57,AVE,414,S-103,2025,10,2,7.95,157.0,31.59,414,414.0,-34.8,36.86,IRYO,157.0,-30.0,28.77,AVE,199.0,30.0,68.28,AVE,172.0,34.8,68.96,IRYO,157.0
00007_29-10-2025-08.27,AVE,414,S-103,2025,10,2,8.45,172.0,68.28,29,1289.0,-60.0,28.77,AVE,199.0,-30.0,31.59,AVE,157.0,4.8,68.96,IRYO,157.0,30.0,54.94,AVE,164.0
00002_29-10-2025-08.32,IRYO,461,S-109,2025,10,2,8.53,157.0,68.96,22,1289.0,-34.8,31.59,AVE,157.0,-4.8,68.28,AVE,172.0,25.2,54.94,AVE,164.0,50.4,42.93,IRYO,172.0
00008_29-10-2025-08.57,AVE,414,S-103,2025,10,2,8.95,164.0,54.94,72,1336.0,-30.0,68.28,AVE,172.0,-25.2,68.96,IRYO,157.0,25.2,42.93,IRYO,172.0,30.0,71.32,AVE,194.0
00009_29-10-2025-09.22,IRYO,461,S-109,2025,10,2,9.37,172.0,42.93,78,1289.0,-50.4,68.96,IRYO,157.0,-25.2,54.94,AVE,164.0,4.8,71.32,AVE,194.0,34.8,46.25,IRYO,172.0
00010_29-10-2025-09.27,AVE,414,S-103,2025,10,2,9.45,194.0,71.32,4,875.0,-30.0,54.94,AVE,164.0,-4.8,42.93,IRYO,172.0,30.0,46.25,IRYO,172.0,34.8,27.49,OUIGO,182.0
00009_29-10-2025-09.57,IRYO,461,S-109,2025,10,2,9.95,172.0,46.25,61,970.0,-34.8,42.93,IRYO,172.0,-30.0,71.32,AVE,194.0,4.8,27.49,OUIGO,182.0,30.0,45.37,AVLO,172.0
00011_29-10-2025-10.02,OUIGO,509,S-108,2025,10,2,10.03,182.0,27.49,376,1551.0,-34.8,71.32,AVE,194.0,-4.8,46.25,IRYO,172.0,25.2,45.37,AVLO,172.0,80.4,49.11,IRYO,172.0
00012_29-10-2025-10.27,AVLO,581,S-106,2025,10,2,10.45,172.0,45.37,2,1090.0,-30.0,46.25,IRYO,172.0,-25.2,27.49,OUIGO,182.0,55.2,49.11,IRYO,172.0,60.0,49.72,AVE,199.0
00009_29-10-2025-11.22,IRYO,461,S-109,2025,10,2,11.37,172.0,49.11,103,1287.0,-80.4,27.49,OUIGO,182.0,-55.2,45.37,AVLO,172.0,4.8,49.72,AVE,199.0,60.0,56.94,IRYO,172.0
00006_29-10-2025-11.27,AVE,826,S-103,2025,10,2,11.45,199.0,49.72,88,1287.0,-60.0,45.37,AVLO,172.0,-4.8,49.11,IRYO,172.0,55.2,56.94,IRYO,172.0,60.0,46.77,AVE,197.0
00009_29-10-2025-12.22,IRYO,461,S-109,2025,10,2,12.37,172.0,56.94,14,839.0,-60.0,49.11,IRYO,172.0,-55.2,49.72,AVE,199.0,4.8,46.77,AVE,197.0,34.8,31.46,AVE,157.0
00013_29-10-2025-12.27,AVE,378,S-103,2025,10,2,12.45,197.0,46.77,31,839.0,-60.0,49.72,AVE,199.0,-4.8,56.94,IRYO,172.0,30.0,31.46,AVE,157.0,51.0,43.42,AVE,184.0
00004_29-10-2025-12.57,AVE,414,S-103,2025,10,2,12.95,157.0,31.46,414,753.0,-34.8,56.94,IRYO,172.0,-30.0,46.77,AVE,197.0,21.0,43.42,AVE,184.0,64.8,36.51,IRYO,172.0
00014_29-10-2025-13.18,AVE,339,S-100,2025,10,2,13.3,184.0,43.42,73,753.0,-51.0,46.77,AVE,197.0,-21.0,31.46,AVE,157.0,43.8,36.51,IRYO,172.0,54.0,34.46,OUIGO,157.0
00009_29-10-2025-14.02,IRYO,461,S-109,2025,10,2,14.03,172.0,36.51,178,1261.0,-64.8,31.46,AVE,157.0,-43.8,43.42,AVE,184.0,10.2,34.46,OUIGO,157.0,25.2,44.79,AVE,177.0
00015_29-10-2025-14.12,OUIGO,509,S-108,2025,10,2,14.2,157.0,34.46,367,1261.0,-54.0,43.42,AVE,184.0,-10.2,36.51,IRYO,172.0,15.0,44.79,AVE,177.0,30.0,53.41,IRYO,179.0
00016_29-10-2025-14.27,AVE,291,S-100,2025,10,2,14.45,177.0,44.79,61,1722.0,-25.2,36.51,IRYO,172.0,-15.0,34.46,OUIGO,157.0,15.0,53.41,IRYO,179.0,30.0,47.12,AVE,157.0
00017_29-10-2025-14.42,IRYO,461,S-109,2025,10,2,14.7,179.0,53.41,3,1166.0,-30.0,34.46,OUIGO,157.0,-15.0,44.79,AVE,177.0,15.0,47.12,AVE,157.0,45.0,33.14,AVLO,199.0
00004_29-10-2025-14.57,AVE,414,S-103,2025,10,2,14.95,157.0,47.12,96,875.0,-30.0,44.79,AVE,177.0,-15.0,53.41,IRYO,179.0,30.0,33.14,AVLO,199.0,60.0,34.75,AVE,157.0
00018_29-10-2025-15.27,AVLO,571,S-106,2025,10,2,15.45,199.0,33.14,139,571.0,-45.0,53.41,IRYO,179.0,-30.0,47.12,AVE,157.0,30.0,34.75,AVE,157.0,60.0,45.59,AVE,172.0
00004_29-10-2025-15.57,AVE,414,S-103,2025,10,2,15.95,157.0,34.75,414,414.0,-60.0,47.12,AVE,157.0,-30.0,33.14,AVLO,199.0,30.0,45.59,AVE,172.0,40.2,20.43,IRYO,157.0
00007_29-10-2025-16.27,AVE,414,S-103,2025,10,2,16.45,172.0,45.59,414,875.0,-60.0,33.14,AVLO,199.0,-30.0,34.75,AVE,157.0,10.2,20.43,IRYO,157.0,30.0,118.25,AVE,157.0
00002_29-10-2025-16.37,IRYO,461,S-109,2025,10,2,16.62,157.0,20.43,461,1289.0,-40.2,34.75,AVE,157.0,-10.2,45.59,AVE,172.0,19.8,118.25,AVE,157.0,39.6,74.73,OUIGO,157.0
00004_29-10-2025-16.57,AVE,414,S-103,2025,10,2,16.95,157.0,118.25,0,1845.0,-30.0,45.59,AVE,172.0,-19.8,20.43,IRYO,157.0,19.8,74.73,OUIGO,157.0,25.2,39.52,IRYO,172.0
00015_29-10-2025-17.17,OUIGO,509,S-108,2025,10,2,17.28,157.0,74.73,19,1798.0,-39.6,20.43,IRYO,157.0,-19.8,118.25,AVE,157.0,5.4,39.52,IRYO,172.0,10.2,58.82,AVE,199.0
00009_29-10-2025-17.22,IRYO,461,S-109,2025,10,2,17.37,172.0,39.52,461,1798.0,-25.2,118.25,AVE,157.0,-5.4,74.73,OUIGO,157.0,4.8,58.82,AVE,199.0,34.8,40.14,AVE,157.0
00006_29-10-2025-17.27,AVE,414,S-103,2025,10,2,17.45,199.0,58.82,41,1384.0,-10.2,74.73,OUIGO,157.0,-4.8,39.52,IRYO,172.0,30.0,40.14,AVE,157.0,60.0,56.55,AVE,177.0
00004_29-10-2025-17.57,AVE,414,S-103,2025,10,2,17.95,157.0,40.14,414,414.0,-34.8,39.52,IRYO,172.0,-30.0,58.82,AVE,199.0,30.0,56.55,AVE,177.0,34.8,48.34,IRYO,157.0
00016_29-10-2025-18.27,AVE,414,S-103,2025,10,2,18.45,177.0,56.55,54,875.0,-60.0,58.82,AVE,199.0,-30.0,40.14,AVE,157.0,4.8,48.34,IRYO,157.0,30.0,106.77,AVE,157.0
00002_29-10-2025-18.32,IRYO,461,S-109,2025,10,2,18.53,157.0,48.34,189,1289.0,-34.8,40.14,AVE,157.0,-4.8,56.55,AVE,177.0,25.2,106.77,AVE,157.0,57.0,29.34,IRYO,172.0
00004_29-10-2025-18.57,AVE,414,S-103,2025,10,2,18.95,157.0,106.77,0,875.0,-30.0,56.55,AVE,177.0,-25.2,48.34,IRYO,157.0,31.8,29.34,IRYO,172.0,37.2,28.57,AVLO,201.0
00009_29-10-2025-19.29,IRYO,461,S-109,2025,10,2,19.48,172.0,29.34,426,1042.0,-57.0,48.34,IRYO,157.0,-31.8,106.77,AVE,157.0,5.4,28.57,AVLO,201.0,36.0,33.08,AVE,157.0
00019_29-10-2025-19.34,AVLO,581,S-106,2025,10,2,19.57,201.0,28.57,113,1042.0,-37.2,106.77,AVE,157.0,-5.4,29.34,IRYO,172.0,30.6,33.08,AVE,157.0,48.0,36.85,IRYO,172.0
00004_29-10-2025-20.05,AVE,414,S-103,2025,10,2,20.08,157.0,33.08,353,1289.0,-36.0,29.34,IRYO,172.0,-30.6,28.57,AVLO,201.0,17.4,36.85,IRYO,172.0,22.2,37.26,AVE,201.0
00009_29-10-2025-20.22,IRYO,461,S-109,2025,10,2,20.37,172.0,36.85,44,1289.0,-48.0,28.57,AVLO,201.0,-17.4,33.08,AVE,157.0,4.8,37.26,AVE,201.0,39.6,28.36,OUIGO,172.0
00020_29-10-2025-20.27,AVE,414,S-103,2025,10,2,20.45,201.0,37.26,26,1289.0,-22.2,33.08,AVE,157.0,-4.8,36.85,IRYO,172.0,34.8,28.36,OUIGO,172.0,40.2,46.66,AVE,172.0
00005_29-10-2025-21.02,OUIGO,509,S-108,2025,10,2,21.03,172.0,28.36,180,923.0,-39.6,36.85,IRYO,172.0,-34.8,37.26,AVE,201.0,5.4,46.66,AVE,172.0,550.2,30.14,AVLO,157.0
00007_29-10-2025-21.07,AVE,414,S-103,2025,10,2,21.12,172.0,46.66,5,923.0,-40.2,37.26,AVE,201.0,-5.4,28.36,OUIGO,172.0,544.8,30.14,AVLO,157.0,555.0,14.87,IRYO,157.0
00001_30-10-2025-06.12,AVLO,581,S-106,2025,10,3,6.2,157.0,30.14,581,1401.0,-550.2,28.36,OUIGO,172.0,-544.8,46.66,AVE,172.0,10.2,14.87,IRYO,157.0,15.0,30.88,AVE,178.0
00002_30-10-2025-06.22,IRYO,461,S-109,2025,10,3,6.37,157.0,14.87,461,1401.0,-555.0,46.66,AVE,172.0,-10.2,30.14,AVLO,157.0,4.8,30.88,AVE,178.0,34.8,62.1,AVE,157.0
00003_30-10-2025-06.27,AVE,359,S-103,2025,10,3,6.45,178.0,30.88,359,1401.0,-15.0,30.14,AVLO,157.0,-4.8,14.87,IRYO,157.0,30.0,62.1,AVE,157.0,34.8,43.56,OUIGO,172.0
00004_30-10-2025-06.57,AVE,414,S-103,2025,10,3,6.95,157.0,62.1,414,1384.0,-34.8,14.87,IRYO,157.0,-30.0,30.88,AVE,178.0,4.8,43.56,OUIGO,172.0,25.2,40.02,IRYO,157.0
00005_30-10-2025-07.02,OUIGO,509,S-108,2025,10,3,7.03,172.0,43.56,509,1798.0,-34.8,30.88,AVE,178.0,-4.8,62.1,AVE,157.0,20.4,40.02,IRYO,157.0,25.2,49.25,AVE,199.0
00002_30-10-2025-07.22,IRYO,461,S-109,2025,10,3,7.37,157.0,40.02,461,1798.0,-25.2,62.1,AVE,157.0,-20.4,43.56,OUIGO,172.0,4.8,49.25,AVE,199.0,34.8,44.94,AVE,157.0
00006_30-10-2025-07.27,AVE,414,S-103,2025,10,3,7.45,199.0,49.25,204,1384.0,-25.2,43.56,OUIGO,172.0,-4.8,40.02,IRYO,157.0,30.0,44.94,AVE,157.0,60.0,44.75,AVE,172.0
00004_30-10-2025-07.57,AVE,414,S-103,2025,10,3,7.95,157.0,44.94,414,414.0,-34.8,40.02,IRYO,157.0,-30.0,49.25,AVE,199.0,30.0,44.75,AVE,172.0,34.8,55.31,IRYO,157.0
00007_30-10-2025-08.27,AVE,414,S-103,2025,10,3,8.45,172.0,44.75,286,1289.0,-60.0,49.25,AVE,199.0,-30.0,44.94,AVE,157.0,4.8,55.31,IRYO,157.0,30.0,73.11,AVE,164.0
00002_30-10-2025-08.32,IRYO,461,S-109,2025,10,3,8.53,157.0,55.31,58,1289.0,-34.8,44.94,AVE,157.0,-4.8,44.75,AVE,172.0,25.2,73.11,AVE,164.0,50.4,56.91,IRYO,172.0
00008_30-10-2025-08.57,AVE,414,S-103,2025,10,3,8.95,164.0,73.11,13,1336.0,-30.0,44.75,AVE,172.0,-25.2,55.31,IRYO,157.0,25.2,56.91,IRYO,172.0,30.0,66.38,AVE,194.0
00009_30-10-2025-09.22,IRYO,461,S-109,2025,10,3,9.37,172.0,56.91,50,1289.0,-50.4,55.31,IRYO,157.0,-25.2,73.11,AVE,164.0,4.8,66.38,AVE,194.0,34.8,40.2,IRYO,172.0
00010_30-10-2025-09.27,AVE,414,S-103,2025,10,3,9.45,194.0,66.38,17,875.0,-30.0,73.11,AVE,164.0,-4.8,56.91,IRYO,172.0,30.0,40.2,IRYO,172.0,34.8,66.46,OUIGO,182.0
00009_30-10-2025-09.57,IRYO,461,S-109,2025,10,3,9.95,172.0,40.2,293,970.0,-34.8,56.91,IRYO,172.0,-30.0,66.38,AVE,194.0,4.8,66.46,OUIGO,182.0,30.0,53.54,AVLO,172.0
00011_30-10-2025-10.02,OUIGO,509,S-108,2025,10,3,10.03,182.0,66.46,14,1551.0,-34.8,66.38,AVE,194.0,-4.8,40.2,IRYO,172.0,25.2,53.54,AVLO,172.0,80.4,41.45,IRYO,172.0
00012_30-10-2025-10.27,AVLO,581,S-106,2025,10,3,10.45,172.0,53.54,1,1090.0,-30.0,40.2,IRYO,172.0,-25.2,66.46,OUIGO,182.0,55.2,41.45,IRYO,172.0,60.0,50.08,AVE,199.0
00009_30-10-2025-11.22,IRYO,461,S-109,2025,10,3,11.37,172.0,41.45,294,1287.0,-80.4,66.46,OUIGO,182.0,-55.2,53.54,AVLO,172.0,4.8,50.08,AVE,199.0,60.0,46.54,IRYO,172.0
00006_30-10-2025-11.27,AVE,826,S-103,2025,10,3,11.45,199.0,50.08,103,1287.0,-60.0,53.54,AVLO,172.0,-4.8,41.45,IRYO,172.0,55.2,46.54,IRYO,172.0,60.0,28.9,AVE,197.0
00009_30-10-2025-12.22,IRYO,461,S-109,2025,10,3,12.37,172.0,46.54,89,839.0,-60.0,41.45,IRYO,172.0,-55.2,50.08,AVE,199.0,4.8,28.9,AVE,197.0,34.8,46.95,AVE,157.0
00013_30-10-2025-12.27,AVE,378,S-103,2025,10,3,12.45,197.0,28.9,378,839.0,-60.0,50.08,AVE,199.0,-4.8,46.54,IRYO,172.0,30.0,46.95,AVE,157.0,51.0,49.63,AVE,184.0
00004_30-10-2025-14.57,AVE,414,S-103,2025,10,3,14.95,157.0,73.88,13,875.0,-30.0,84.58,AVE,177.0,-15.0,38.89,IRYO,179.0,30.0,31.85,AVLO,199.0,60.0,101.79,AVE,157.0
00018_30-10-2025-15.27,AVLO,571,S-106,2025,10,3,15.45,199.0,31.85,410,571.0,-45.0,38.89,IRYO,179.0,-30.0,73.88,AVE,157.0,30.0,101.79,AVE,157.0,60.0,62.09,AVE,172.0
00004_30-10-2025-15.57,AVE,414,S-103,2025,10,3,15.95,157.0,101.79,0,414.0,-60.0,73.88,AVE,157.0,-30.0,31.85,AVLO,199.0,30.0,62.09,AVE,172.0,40.2,42.92,IRYO,157.0
00007_30-10-2025-16.27,AVE,414,S-103,2025,10,3,16.45,172.0,62.09,242,875.0,-60.0,31.85,AVLO,199.0,-30.0,101.79,AVE,157.0,10.2,42.92,IRYO,157.0,30.0,117.35,AVE,157.0
00002_30-10-2025-16.37,IRYO,461,S-109,2025,10,3,16.62,157.0,42.92,461,1289.0,-40.2,101.79,AVE,157.0,-10.2,62.09,AVE,172.0,19.8,117.35,AVE,157.0,39.6,45.36,OUIGO,157.0
00004_30-10-2025-16.57,AVE,414,S-103,2025,10,3,16.95,157.0,117.35,0,1845.0,-30.0,62.09,AVE,172.0,-19.8,42.92,IRYO,157.0,19.8,45.36,OUIGO,157.0,25.2,62.32,IRYO,172.0
00015_30-10-2025-17.17,OUIGO,509,S-108,2025,10,3,17.28,157.0,45.36,509,1798.0,-39.6,42.92,IRYO,157.0,-19.8,117.35,AVE,157.0,5.4,62.32,IRYO,172.0,10.2,92.2,AVE,199.0
00009_30-10-2025-17.22,IRYO,461,S-109,2025,10,3,17.37,172.0,62.32,249,1798.0,-25.2,117.35,AVE,157.0,-5.4,45.36,OUIGO,157.0,4.8,92.2,AVE,199.0,34.8,45.58,AVE,157.0
00006_30-10-2025-17.27,AVE,414,S-103,2025,10,3,17.45,199.0,92.2,4,1384.0,-10.2,45.36,OUIGO,157.0,-4.8,62.32,IRYO,172.0,30.0,45.58,AVE,157.0,60.0,73.46,AVE,177.0
00004_30-10-2025-17.57,AVE,414,S-103,2025,10,3,17.95,157.0,45.58,414,414.0,-34.8,62.32,IRYO,172.0,-30.0,92.2,AVE,199.0,30.0,73.46,AVE,177.0,34.8,31.45,IRYO,157.0
00016_30-10-2025-18.27,AVE,414,S-103,2025,10,3,18.45,177.0,73.46,67,875.0,-60.0,92.2,AVE,199.0,-30.0,45.58,AVE,157.0,4.8,31.45,IRYO,157.0,30.0,79.9,AVE,157.0
00002_30-10-2025-18.32,IRYO,461,S-109,2025,10,3,18.53,157.0,31.45,461,1289.0,-34.8,45.58,AVE,157.0,-4.8,73.46,AVE,177.0,25.2,79.9,AVE,157.0,57.0,23.71,IRYO,172.0
00004_30-10-2025-18.57,AVE,414,S-103,2025,10,3,18.95,157.0,79.9,25,875.0,-30.0,73.46,AVE,177.0,-25.2,31.45,IRYO,157.0,31.8,23.71,IRYO,172.0,37.2,35.76,AVLO,201.0
00009_30-10-2025-19.29,IRYO,461,S-109,2025,10,3,19.48,172.0,23.71,461,1042.0,-57.0,31.45,IRYO,157.0,-31.8,79.9,AVE,157.0,5.4,35.76,AVLO,201.0,36.0,51.9,AVE,157.0
00019_30-10-2025-19.34,AVLO,581,S-106,2025,10,3,19.57,201.0,35.76,86,1042.0,-37.2,79.9,AVE,157.0,-5.4,23.71,IRYO,172.0,30.6,51.9,AVE,157.0,48.0,36.5,IRYO,172.0
00004_30-10-2025-20.05,AVE,414,S-103,2025,10,3,20.08,157.0,51.9,164,1289.0,-36.0,23.71,IRYO,172.0,-30.6,35.76,AVLO,201.0,17.4,36.5,IRYO,172.0,22.2,30.99,AVE,201.0
00009_30-10-2025-20.22,IRYO,461,S-109,2025,10,3,20.37,172.0,36.5,213,1289.0,-48.0,35.76,AVLO,201.0,-17.4,51.9,AVE,157.0,4.8,30.99,AVE,201.0,39.6,55.95,OUIGO,172.0
00020_30-10-2025-20.27,AVE,414,S-103,2025,10,3,20.45,201.0,30.99,287,1289.0,-22.2,51.9,AVE,157.0,-4.8,36.5,IRYO,172.0,34.8,55.95,OUIGO,172.0,40.2,42.44,AVE,172.0
00005_30-10-2025-21.02,OUIGO,509,S-108,2025,10,3,21.03,172.0,55.95,1,923.0,-39.6,36.5,IRYO,172.0,-34.8,30.99,AVE,201.0,5.4,42.44,AVE,172.0,560.4,27.62,IRYO,157.0
00007_30-10-2025-21.07,AVE,414,S-103,2025,10,3,21.12,172.0,42.44,34,923.0,-40.2,30.99,AVE,201.0,-5.4,55.95,OUIGO,172.0,555.0,27.62,IRYO,157.0,559.8,18.95,AVLO,178.0
00002_31-10-2025-06.22,IRYO,461,S-109,2025,10,4,6.37,157.0,27.62,461,988.0,-560.4,55.95,OUIGO,172.0,-555.0,42.44,AVE,172.0,4.8,18.95,AVLO,178.0,34.8,58.1,AVE,157.0
00021_31-10-2025-06.27,AVLO,527,S-106,2025,10,4,6.45,178.0,18.95,70,988.0,-559.8,42.44,AVE,172.0,-4.8,27.62,IRYO,157.0,30.0,58.1,AVE,157.0,34.8,37.17,OUIGO,172.0
00004_31-10-2025-06.57,AVE,414,S-103,2025,10,4,6.95,157.0,58.1,79,1384.0,-34.8,27.62,IRYO,157.0,-30.0,18.95,AVLO,178.0,4.8,37.17,OUIGO,172.0,25.2,37.32,IRYO,157.0
00005_31-10-2025-07.02,OUIGO,509,S-108,2025,10,4,7.03,172.0,37.17,58,1798.0,-34.8,18.95,AVLO,178.0,-4.8,58.1,AVE,157.0,20.4,37.32,IRYO,157.0,25.2,57.05,AVE,199.0
00002_31-10-2025-07.22,IRYO,461,S-109,2025,10,4,7.37,157.0,37.32,112,1798.0,-25.2,58.1,AVE,157.0,-20.4,37.17,OUIGO,172.0,4.8,57.05,AVE,199.0,34.8,54.24,AVE,157.0
00006_31-10-2025-07.27,AVE,414,S-103,2025,10,4,7.45,199.0,57.05,10,1384.0,-25.2,37.17,OUIGO,172.0,-4.8,37.32,IRYO,157.0,30.0,54.24,AVE,157.0,64.8,36.22,IRYO,157.0
00004_31-10-2025-07.57,AVE,414,S-103,2025,10,4,7.95,157.0,54.24,37,414.0,-34.8,37.32,IRYO,157.0,-30.0,57.05,AVE,199.0,34.8,36.22,IRYO,157.0,60.0,103.9,AVE,164.0
00002_31-10-2025-08.32,IRYO,461,S-109,2025,10,4,8.53,157.0,36.22,192,875.0,-64.8,57.05,AVE,199.0,-34.8,54.24,AVE,157.0,25.2,103.9,AVE,164.0,50.4,41.14,IRYO,172.0
00008_31-10-2025-08.57,AVE,414,S-103,2025,10,4,8.95,164.0,103.9,0,1336.0,-60.0,54.24,AVE,157.0,-25.2,36.22,IRYO,157.0,25.2,41.14,IRYO,172.0,30.0,55.04,AVE,194.0
00009_31-10-2025-09.22,IRYO,461,S-109,2025,10,4,9.37,172.0,41.14,157,1289.0,-50.4,36.22,IRYO,157.0,-25.2,103.9,AVE,164.0,4.8,55.04,AVE,194.0,34.8,52.74,IRYO,172.0
00010_31-10-2025-09.27,AVE,414,S-103,2025,10,4,9.45,194.0,55.04,82,875.0,-30.0,103.9,AVE,164.0,-4.8,41.14,IRYO,172.0,30.0,52.74,IRYO,172.0,34.8,24.57,OUIGO,182.0
00009_31-10-2025-09.57,IRYO,461,S-109,2025,10,4,9.95,172.0,52.74,70,970.0,-34.8,41.14,IRYO,172.0,-30.0,55.04,AVE,194.0,4.8,24.57,OUIGO,182.0,30.0,54.34,AVLO,172.0
00011_31-10-2025-10.02,OUIGO,509,S-108,2025,10,4,10.03,182.0,24.57,509,1551.0,-34.8,55.04,AVE,194.0,-4.8,52.74,IRYO,172.0,25.2,54.34,AVLO,172.0,80.4,62.31,IRYO,172.0
00012_31-10-2025-10.27,AVLO,581,S-106,2025,10,4,10.45,172.0,54.34,3,1090.0,-30.0,52.74,IRYO,172.0,-25.2,24.57,OUIGO,182.0,55.2,62.31,IRYO,172.0,60.0,101.49,AVE,199.0
